name,email,role,job_level,Manager,Start_date,nationality,residence,Gender,business_group,staff_id,username,position,position_level,styles,industries,software,citizenship,date_of_mobility,previous_role,previous_manager,previous_job_level,previous_functional_group
Valentin Dyer,valentin.dyer@domain.com,Account Executive,3b,Lewis Reese,08-11-21,Serbia,Serbia,Female,Business Function,10184,valentin.dyer,DESIGN_DIRECTOR,5,[Original],[Other],[],Serbia,14-12-22,Account Executive,,6,Business Function
Valentin Dyer,valentin.dyer@domain.com,Account Executive,3b,Lewis Reese,08-11-21,Serbia,Serbia,Female,Business Function,10184,valentin.dyer,DESIGN_DIRECTOR,5,[Original],[Other],[],Serbia,24-09-23,Account Executive,Naya Small,6,Business Function
Valentin Dyer,valentin.dyer@domain.com,Account Executive,3b,Lewis Reese,08-11-21,Serbia,Serbia,Female,Business Function,10184,valentin.dyer,DESIGN_DIRECTOR,5,[Original],[Other],[],Serbia,01-01-24,Account Executive,Naya Small,3a,Business Function
Valentin Dyer,valentin.dyer@domain.com,Account Executive,3b,Lewis Reese,08-11-21,Serbia,Serbia,Female,Business Function,10184,valentin.dyer,DESIGN_DIRECTOR,5,[Original],[Other],[],Serbia,06-06-24,Account Executive,Lewis Reese,3a,Business Function
Valentin Dyer,valentin.dyer@domain.com,Account Executive,3b,Lewis Reese,08-11-21,Serbia,Serbia,Female,Business Function,10184,valentin.dyer,DESIGN_DIRECTOR,5,[Original],[Other],[],Serbia,18-06-24,Account Executive,Lewis Reese,3b,Business Function
Valentin Dyer,valentin.dyer@domain.com,Account Executive,3b,Lewis Reese,08-11-21,Serbia,Serbia,Female,Business Function,10184,valentin.dyer,DESIGN_DIRECTOR,5,[Original],[Other],[],Serbia,01-08-24,Account Executive,Lewis Reese,3b,Business Function
Estrella Velazquez,estrella.velazquez@domain.com,Creative Project Manager,1b,Abby Middleton,06-06-22,Colombia,Colombia,Female,CPM,10185,estrella.velazquez,PROJECTMANAGER,5,[Other],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,24-02-23,Creative Project Manager,,1,CPM
Estrella Velazquez,estrella.velazquez@domain.com,Creative Project Manager,1b,Abby Middleton,06-06-22,Colombia,Colombia,Female,CPM,10185,estrella.velazquez,PROJECTMANAGER,5,[Other],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,17-03-23,Creative Project Manager,,1,CPM
Estrella Velazquez,estrella.velazquez@domain.com,Creative Project Manager,1b,Abby Middleton,06-06-22,Colombia,Colombia,Female,CPM,10185,estrella.velazquez,PROJECTMANAGER,5,[Other],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,13-04-23,Creative Project Manager,,1,CPM
Estrella Velazquez,estrella.velazquez@domain.com,Creative Project Manager,1b,Abby Middleton,06-06-22,Colombia,Colombia,Female,CPM,10185,estrella.velazquez,PROJECTMANAGER,5,[Other],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,05-06-23,Creative Project Manager,Abby Middleton,1,CPM
Estrella Velazquez,estrella.velazquez@domain.com,Creative Project Manager,1b,Abby Middleton,06-06-22,Colombia,Colombia,Female,CPM,10185,estrella.velazquez,PROJECTMANAGER,5,[Other],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,24-09-23,Creative Project Manager,Abby Middleton,1,CPM
Estrella Velazquez,estrella.velazquez@domain.com,Creative Project Manager,1b,Abby Middleton,06-06-22,Colombia,Colombia,Female,CPM,10185,estrella.velazquez,PROJECTMANAGER,5,[Other],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,04-06-24,Creative Project Manager,Abby Middleton,1a,CPM
Drew House,drew.house@domain.com,Customer Success Manager,3a,Scarlett Henderson,04-04-22,South Africa,South Africa,Female,Business Function,10186,drew.house,SPECIALIST,4,"[Minimalistic, Corporate, Modern]",[Film],"[Illustrator, Photoshop]",South Africa,25-04-22,Customer Success Manager,Kai Gates,2,Business Function
Drew House,drew.house@domain.com,Customer Success Manager,3a,Scarlett Henderson,04-04-22,South Africa,South Africa,Female,Business Function,10186,drew.house,SPECIALIST,4,"[Minimalistic, Corporate, Modern]",[Film],"[Illustrator, Photoshop]",South Africa,24-09-23,Customer Success Manager,Scarlett Henderson,2,Business Function
Drew House,drew.house@domain.com,Customer Success Manager,3a,Scarlett Henderson,04-04-22,South Africa,South Africa,Female,Business Function,10186,drew.house,SPECIALIST,4,"[Minimalistic, Corporate, Modern]",[Film],"[Illustrator, Photoshop]",South Africa,25-09-23,Customer Success Manager,Scarlett Henderson,2a,Business Function
Drew House,drew.house@domain.com,Customer Success Manager,3a,Scarlett Henderson,04-04-22,South Africa,South Africa,Female,Business Function,10186,drew.house,SPECIALIST,4,"[Minimalistic, Corporate, Modern]",[Film],"[Illustrator, Photoshop]",South Africa,13-10-23,Customer Success Manager,Scarlett Henderson,3a,Business Function
Sariah Dejesus,sariah.dejesus@domain.com,Creative Lead,4a IC,Hector Copeland,06-09-21,South Africa,South Africa,Female,Creative,10187,sariah.dejesus,SPECIALIST,4,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",South Africa,02-02-23,Creative,Poppy Golden,6,Creative
Sariah Dejesus,sariah.dejesus@domain.com,Creative Lead,4a IC,Hector Copeland,06-09-21,South Africa,South Africa,Female,Creative,10187,sariah.dejesus,SPECIALIST,4,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",South Africa,11-05-23,Creative,Poppy Golden,6,Creative
Sariah Dejesus,sariah.dejesus@domain.com,Creative Lead,4a IC,Hector Copeland,06-09-21,South Africa,South Africa,Female,Creative,10187,sariah.dejesus,SPECIALIST,4,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",South Africa,05-06-23,Creative,Poppy Golden,6,Creative
Sariah Dejesus,sariah.dejesus@domain.com,Creative Lead,4a IC,Hector Copeland,06-09-21,South Africa,South Africa,Female,Creative,10187,sariah.dejesus,SPECIALIST,4,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",South Africa,24-09-23,Creative,Poppy Golden,6,Creative
Sariah Dejesus,sariah.dejesus@domain.com,Creative Lead,4a IC,Hector Copeland,06-09-21,South Africa,South Africa,Female,Creative,10187,sariah.dejesus,SPECIALIST,4,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",South Africa,25-09-23,Creative,Poppy Golden,3b,Creative
Sariah Dejesus,sariah.dejesus@domain.com,Creative Lead,4a IC,Hector Copeland,06-09-21,South Africa,South Africa,Female,Creative,10187,sariah.dejesus,SPECIALIST,4,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",South Africa,27-09-23,Creative Account Lead,Poppy Golden,4a IC,Creative
Sariah Dejesus,sariah.dejesus@domain.com,Creative Lead,4a IC,Hector Copeland,06-09-21,South Africa,South Africa,Female,Creative,10187,sariah.dejesus,SPECIALIST,4,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",South Africa,01-11-23,Creative Lead,Poppy Golden,4a IC,Creative
Sariah Dejesus,sariah.dejesus@domain.com,Creative Lead,4a IC,Hector Copeland,06-09-21,South Africa,South Africa,Female,Creative,10187,sariah.dejesus,SPECIALIST,4,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",South Africa,19-02-24,Creative Lead,Hector Copeland,4a IC,Creative
Rio Berg,rio.berg@domain.com,"Onboarding Consultant, Specialist",2a,Luca Ware,21-08-23,"United Kingdom, South Africa",United Kingdom,Female,Business Function,10188,rio.berg,SPECIALIST,3,,"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]","United Kingdom, South Africa",24-09-23,Onboarding Consultant,,2,Business Function
Rio Berg,rio.berg@domain.com,"Onboarding Consultant, Specialist",2a,Luca Ware,21-08-23,"United Kingdom, South Africa",United Kingdom,Female,Business Function,10188,rio.berg,SPECIALIST,3,,"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]","United Kingdom, South Africa",09-10-23,"Onboarding Consultant, Specialist",,3a,Business Function
Rio Berg,rio.berg@domain.com,"Onboarding Consultant, Specialist",2a,Luca Ware,21-08-23,"United Kingdom, South Africa",United Kingdom,Female,Business Function,10188,rio.berg,SPECIALIST,3,,"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]","United Kingdom, South Africa",13-10-23,"Onboarding Consultant, Specialist",Sophie Merritt,3a,Business Function
Rio Berg,rio.berg@domain.com,"Onboarding Consultant, Specialist",2a,Luca Ware,21-08-23,"United Kingdom, South Africa",United Kingdom,Female,Business Function,10188,rio.berg,SPECIALIST,3,,"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]","United Kingdom, South Africa",16-01-24,"Onboarding Consultant, Specialist",Sophie Merritt,2a,Business Function
Rio Berg,rio.berg@domain.com,"Onboarding Consultant, Specialist",2a,Luca Ware,21-08-23,"United Kingdom, South Africa",United Kingdom,Female,Business Function,10188,rio.berg,SPECIALIST,3,,"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]","United Kingdom, South Africa",29-07-24,"Onboarding Consultant, Specialist",,2a,Business Function
Emmalyn Campos,emmalyn.campos@domain.com,Creative,3b,Robin Bradshaw,04-07-22,North Macedonia,North Macedonia,Male,Creative,10189,emmalyn.campos,ADMIN,1,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",North Macedonia,02-02-23,Creative,Robin Bradshaw,5,Creative
Emmalyn Campos,emmalyn.campos@domain.com,Creative,3b,Robin Bradshaw,04-07-22,North Macedonia,North Macedonia,Male,Creative,10189,emmalyn.campos,ADMIN,1,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",North Macedonia,05-06-23,Creative,Robin Bradshaw,5,Creative
Emmalyn Campos,emmalyn.campos@domain.com,Creative,3b,Robin Bradshaw,04-07-22,North Macedonia,North Macedonia,Male,Creative,10189,emmalyn.campos,ADMIN,1,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",North Macedonia,24-09-23,Creative,Robin Bradshaw,5,Creative
Emmalyn Campos,emmalyn.campos@domain.com,Creative,3b,Robin Bradshaw,04-07-22,North Macedonia,North Macedonia,Male,Creative,10189,emmalyn.campos,ADMIN,1,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",North Macedonia,06-06-24,Creative,Robin Bradshaw,3a,Creative
Gideon Murphy,gideon.murphy@domain.com,"Creative Director, Video Services",6a,Robert Schwartz,09-01-23,United Kingdom,United Kingdom,Male,Business Function,10190,gideon.murphy,,,,[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",United Kingdom,24-09-23,Creative Director: Video Services,Robert Schwartz,10,Business Function
Gideon Murphy,gideon.murphy@domain.com,"Creative Director, Video Services",6a,Robert Schwartz,09-01-23,United Kingdom,United Kingdom,Male,Business Function,10190,gideon.murphy,,,,[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",United Kingdom,27-03-24,"Creative Director, Video Services",Robert Schwartz,6a,Business Function
Gideon Murphy,gideon.murphy@domain.com,"Creative Director, Video Services",6a,Robert Schwartz,09-01-23,United Kingdom,United Kingdom,Male,Business Function,10190,gideon.murphy,,,,[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",United Kingdom,30-04-24,"Creative Director, Video Services",Robert Schwartz,6a,Business Function
Bella Allison,bella.allison@domain.com,Creative,2a,Kareem Wu,08-03-21,Colombia,Colombia,Male,Creative,10191,bella.allison,SPECIALIST,3,[],"[Finance, Technology, Corporate]",[Other],Colombia,02-11-21,Motion Designer,Lillie McCoy,2,Creative
Bella Allison,bella.allison@domain.com,Creative,2a,Kareem Wu,08-03-21,Colombia,Colombia,Male,Creative,10191,bella.allison,SPECIALIST,3,[],"[Finance, Technology, Corporate]",[Other],Colombia,16-01-23,Creative,Kareem Wu,2,Creative
Bella Allison,bella.allison@domain.com,Creative,2a,Kareem Wu,08-03-21,Colombia,Colombia,Male,Creative,10191,bella.allison,SPECIALIST,3,[],"[Finance, Technology, Corporate]",[Other],Colombia,02-02-23,Creative,Kareem Wu,2,Creative
Bella Allison,bella.allison@domain.com,Creative,2a,Kareem Wu,08-03-21,Colombia,Colombia,Male,Creative,10191,bella.allison,SPECIALIST,3,[],"[Finance, Technology, Corporate]",[Other],Colombia,21-03-23,Creative,Kareem Wu,2,Creative
Bella Allison,bella.allison@domain.com,Creative,2a,Kareem Wu,08-03-21,Colombia,Colombia,Male,Creative,10191,bella.allison,SPECIALIST,3,[],"[Finance, Technology, Corporate]",[Other],Colombia,02-05-23,Creative,Kareem Wu,3,Creative
Bella Allison,bella.allison@domain.com,Creative,2a,Kareem Wu,08-03-21,Colombia,Colombia,Male,Creative,10191,bella.allison,SPECIALIST,3,[],"[Finance, Technology, Corporate]",[Other],Colombia,05-06-23,Creative,Kareem Wu,3,Creative
Bella Allison,bella.allison@domain.com,Creative,2a,Kareem Wu,08-03-21,Colombia,Colombia,Male,Creative,10191,bella.allison,SPECIALIST,3,[],"[Finance, Technology, Corporate]",[Other],Colombia,24-09-23,Creative,Kareem Wu,3,Creative
Bella Allison,bella.allison@domain.com,Creative,2a,Kareem Wu,08-03-21,Colombia,Colombia,Male,Creative,10191,bella.allison,SPECIALIST,3,[],"[Finance, Technology, Corporate]",[Other],Colombia,27-03-24,Creative,Kareem Wu,2a,Creative
Bella Allison,bella.allison@domain.com,Creative,2a,Kareem Wu,08-03-21,Colombia,Colombia,Male,Creative,10191,bella.allison,SPECIALIST,3,[],"[Finance, Technology, Corporate]",[Other],Colombia,30-04-24,Creative,Kareem Wu,2a,Creative
Dennis Guerra,dennis.guerra@domain.com,Director of Legal,6a,Ian Chapman,01-08-22,South Africa,South Africa,Male,Business Function,10192,dennis.guerra,,,"[Minimalistic, Corporate, Modern]",[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,20-09-22,Head of Legal,Elsie Stevens,,Business Function
Dennis Guerra,dennis.guerra@domain.com,Director of Legal,6a,Ian Chapman,01-08-22,South Africa,South Africa,Male,Business Function,10192,dennis.guerra,,,"[Minimalistic, Corporate, Modern]",[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,24-09-23,Head of Legal,,,Business Function
Dennis Guerra,dennis.guerra@domain.com,Director of Legal,6a,Ian Chapman,01-08-22,South Africa,South Africa,Male,Business Function,10192,dennis.guerra,,,"[Minimalistic, Corporate, Modern]",[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,28-02-24,Head of Legal,,5b Manager,Business Function
Dennis Guerra,dennis.guerra@domain.com,Director of Legal,6a,Ian Chapman,01-08-22,South Africa,South Africa,Male,Business Function,10192,dennis.guerra,,,"[Minimalistic, Corporate, Modern]",[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,06-06-24,Head of Legal,,5b Manager,Business Function
Dennis Guerra,dennis.guerra@domain.com,Director of Legal,6a,Ian Chapman,01-08-22,South Africa,South Africa,Male,Business Function,10192,dennis.guerra,,,"[Minimalistic, Corporate, Modern]",[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,22-07-24,Director of Legal,,6a,Business Function
Edith Torres,edith.torres@domain.com,Creative,3b,Maliyah Cuevas,03-10-22,South Africa,South Africa,Male,Business Function,10193,edith.torres,CORE,4,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,16-01-23,Content Producer: Video,Judah Sandoval,5,Business Function
Edith Torres,edith.torres@domain.com,Creative,3b,Maliyah Cuevas,03-10-22,South Africa,South Africa,Male,Business Function,10193,edith.torres,CORE,4,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,28-02-23,Content Producer: Video,Gideon Murphy,5,Business Function
Edith Torres,edith.torres@domain.com,Creative,3b,Maliyah Cuevas,03-10-22,South Africa,South Africa,Male,Business Function,10193,edith.torres,CORE,4,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,24-09-23,Content Producer: Video,Maliyah Cuevas,5,Business Function
Edith Torres,edith.torres@domain.com,Creative,3b,Maliyah Cuevas,03-10-22,South Africa,South Africa,Male,Business Function,10193,edith.torres,CORE,4,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,25-09-23,Video Creative,Maliyah Cuevas,3a,Business Function
Edith Torres,edith.torres@domain.com,Creative,3b,Maliyah Cuevas,03-10-22,South Africa,South Africa,Male,Business Function,10193,edith.torres,CORE,4,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,27-09-23,Video Creative,Maliyah Cuevas,3b,Business Function
Edith Torres,edith.torres@domain.com,Creative,3b,Maliyah Cuevas,03-10-22,South Africa,South Africa,Male,Business Function,10193,edith.torres,CORE,4,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,27-03-24,Creative,Maliyah Cuevas,3b,Business Function
Edith Torres,edith.torres@domain.com,Creative,3b,Maliyah Cuevas,03-10-22,South Africa,South Africa,Male,Business Function,10193,edith.torres,CORE,4,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,30-04-24,Creative,Maliyah Cuevas,3b,Business Function
Jayden Henson,jayden.henson@domain.com,Brand Creative Strategy & Concept Director,6a,Donald Buck,17-04-23,United Kingdom,United Kingdom,Male,Business Function,10194,jayden.henson,CORE,2,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",United Kingdom,05-06-23,Brand Creative Strategy & Concept Director,,10,Business Function
Jayden Henson,jayden.henson@domain.com,Brand Creative Strategy & Concept Director,6a,Donald Buck,17-04-23,United Kingdom,United Kingdom,Male,Business Function,10194,jayden.henson,CORE,2,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",United Kingdom,06-06-23,Brand Creative Strategy & Concept Director,,10,Business Function
Jayden Henson,jayden.henson@domain.com,Brand Creative Strategy & Concept Director,6a,Donald Buck,17-04-23,United Kingdom,United Kingdom,Male,Business Function,10194,jayden.henson,CORE,2,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",United Kingdom,24-09-23,Brand Creative Strategy & Concept Director,Donald Buck,10,Business Function
Kinslee Reid,kinslee.reid@domain.com,Talent Acquisition Partner,2a,Hannah Nelson,03-06-24,Venezuela,Argentina,Male,Business Function,10195,kinslee.reid,DESIGN_DIRECTOR,5,[Original],"[Lifestyle, Marketing]",[Other],Venezuela,,,,,
Josue Solis,josue.solis@domain.com,Senior Customer Success Manager,4a IC,Kai Gates,01-06-21,South Africa,South Africa,Male,Business Function,10196,josue.solis,DESIGN_DIRECTOR,5,,[Other],"[Illustrator, Photoshop]",South Africa,10-01-23,Customer Experience Manager,,,Business Function
Josue Solis,josue.solis@domain.com,Senior Customer Success Manager,4a IC,Kai Gates,01-06-21,South Africa,South Africa,Male,Business Function,10196,josue.solis,DESIGN_DIRECTOR,5,,[Other],"[Illustrator, Photoshop]",South Africa,21-04-23,Customer Experience Manager,,,Business Function
Josue Solis,josue.solis@domain.com,Senior Customer Success Manager,4a IC,Kai Gates,01-06-21,South Africa,South Africa,Male,Business Function,10196,josue.solis,DESIGN_DIRECTOR,5,,[Other],"[Illustrator, Photoshop]",South Africa,24-09-23,Customer Success Manager,Kai Gates,3,Business Function
Josue Solis,josue.solis@domain.com,Senior Customer Success Manager,4a IC,Kai Gates,01-06-21,South Africa,South Africa,Male,Business Function,10196,josue.solis,DESIGN_DIRECTOR,5,,[Other],"[Illustrator, Photoshop]",South Africa,13-10-23,Customer Success Manager,Kai Gates,3a,Business Function
Josue Solis,josue.solis@domain.com,Senior Customer Success Manager,4a IC,Kai Gates,01-06-21,South Africa,South Africa,Male,Business Function,10196,josue.solis,DESIGN_DIRECTOR,5,,[Other],"[Illustrator, Photoshop]",South Africa,03-06-24,Customer Success Manager,Kai Gates,3a,Business Function
Miracle Bowen,miracle.bowen@domain.com,Creative,1b,Sawyer Christensen,20-06-22,Argentina,Argentina,Female,Creative,10197,miracle.bowen,,,[Other],,"[Illustrator, Photoshop]",Argentina,16-01-23,Creative,Anders Barnes,2,Creative
Miracle Bowen,miracle.bowen@domain.com,Creative,1b,Sawyer Christensen,20-06-22,Argentina,Argentina,Female,Creative,10197,miracle.bowen,,,[Other],,"[Illustrator, Photoshop]",Argentina,01-02-23,Creative,,2,Creative
Miracle Bowen,miracle.bowen@domain.com,Creative,1b,Sawyer Christensen,20-06-22,Argentina,Argentina,Female,Creative,10197,miracle.bowen,,,[Other],,"[Illustrator, Photoshop]",Argentina,05-06-23,Creative,,2,Creative
Miracle Bowen,miracle.bowen@domain.com,Creative,1b,Sawyer Christensen,20-06-22,Argentina,Argentina,Female,Creative,10197,miracle.bowen,,,[Other],,"[Illustrator, Photoshop]",Argentina,24-09-23,Creative,,2,Creative
Miracle Bowen,miracle.bowen@domain.com,Creative,1b,Sawyer Christensen,20-06-22,Argentina,Argentina,Female,Creative,10197,miracle.bowen,,,[Other],,"[Illustrator, Photoshop]",Argentina,09-01-24,Creative,,1b,Creative
Trevor Mueller,trevor.mueller@domain.com,Creative Lead,4a IC,Yareli Hail,02-11-21,South Africa,South Africa,Female,Business Function,10198,trevor.mueller,DESIGN_DIRECTOR,3,[Other],[Branding],[PowerPoint],South Africa,02-02-23,Creative,,5,Creative
Trevor Mueller,trevor.mueller@domain.com,Creative Lead,4a IC,Yareli Hail,02-11-21,South Africa,South Africa,Female,Business Function,10198,trevor.mueller,DESIGN_DIRECTOR,3,[Other],[Branding],[PowerPoint],South Africa,03-04-23,Creative,,5,Creative
Trevor Mueller,trevor.mueller@domain.com,Creative Lead,4a IC,Yareli Hail,02-11-21,South Africa,South Africa,Female,Business Function,10198,trevor.mueller,DESIGN_DIRECTOR,3,[Other],[Branding],[PowerPoint],South Africa,02-05-23,Creative,Hector Copeland,5,Creative
Trevor Mueller,trevor.mueller@domain.com,Creative Lead,4a IC,Yareli Hail,02-11-21,South Africa,South Africa,Female,Business Function,10198,trevor.mueller,DESIGN_DIRECTOR,3,[Other],[Branding],[PowerPoint],South Africa,05-06-23,Creative,Hector Copeland,5,Creative
Trevor Mueller,trevor.mueller@domain.com,Creative Lead,4a IC,Yareli Hail,02-11-21,South Africa,South Africa,Female,Business Function,10198,trevor.mueller,DESIGN_DIRECTOR,3,[Other],[Branding],[PowerPoint],South Africa,24-09-23,Creative,Hector Copeland,5,Creative
Trevor Mueller,trevor.mueller@domain.com,Creative Lead,4a IC,Yareli Hail,02-11-21,South Africa,South Africa,Female,Business Function,10198,trevor.mueller,DESIGN_DIRECTOR,3,[Other],[Branding],[PowerPoint],South Africa,08-01-24,Creative,Hector Copeland,3a,Creative
Trevor Mueller,trevor.mueller@domain.com,Creative Lead,4a IC,Yareli Hail,02-11-21,South Africa,South Africa,Female,Business Function,10198,trevor.mueller,DESIGN_DIRECTOR,3,[Other],[Branding],[PowerPoint],South Africa,08-04-24,Creative,Zoie Walker,3a,Business Function
Trevor Mueller,trevor.mueller@domain.com,Creative Lead,4a IC,Yareli Hail,02-11-21,South Africa,South Africa,Female,Business Function,10198,trevor.mueller,DESIGN_DIRECTOR,3,[Other],[Branding],[PowerPoint],South Africa,06-06-24,Creative,Poppy Golden,3a,Business Function
Trevor Mueller,trevor.mueller@domain.com,Creative Lead,4a IC,Yareli Hail,02-11-21,South Africa,South Africa,Female,Business Function,10198,trevor.mueller,DESIGN_DIRECTOR,3,[Other],[Branding],[PowerPoint],South Africa,18-06-24,Creative,Poppy Golden,3b,Business Function
Trevor Mueller,trevor.mueller@domain.com,Creative Lead,4a IC,Yareli Hail,02-11-21,South Africa,South Africa,Female,Business Function,10198,trevor.mueller,DESIGN_DIRECTOR,3,[Other],[Branding],[PowerPoint],South Africa,08-08-24,Creative,Zoie Walker,3b,Creative
Imani Rivera,imani.rivera@domain.com,Head of Business Development,5a Manager,Brycen Velez,09-09-21,Canada,Canada,Male,Business Function,10199,imani.rivera,SPECIALIST,5,"[Minimalistic, Corporate, Modern]",[Other],[Other],Canada,13-09-22,Business Development Manager,Nataly Whitehead,,Business Function
Imani Rivera,imani.rivera@domain.com,Head of Business Development,5a Manager,Brycen Velez,09-09-21,Canada,Canada,Male,Business Function,10199,imani.rivera,SPECIALIST,5,"[Minimalistic, Corporate, Modern]",[Other],[Other],Canada,25-10-22,Senior Business Development Manager,Nataly Whitehead,,Business Function
Imani Rivera,imani.rivera@domain.com,Head of Business Development,5a Manager,Brycen Velez,09-09-21,Canada,Canada,Male,Business Function,10199,imani.rivera,SPECIALIST,5,"[Minimalistic, Corporate, Modern]",[Other],[Other],Canada,04-09-23,Senior Business Development Manager,Nataly Whitehead,,Business Function
Imani Rivera,imani.rivera@domain.com,Head of Business Development,5a Manager,Brycen Velez,09-09-21,Canada,Canada,Male,Business Function,10199,imani.rivera,SPECIALIST,5,"[Minimalistic, Corporate, Modern]",[Other],[Other],Canada,24-09-23,Senior Business Development Manager,Laylah Valenzuela,,Business Function
Imani Rivera,imani.rivera@domain.com,Head of Business Development,5a Manager,Brycen Velez,09-09-21,Canada,Canada,Male,Business Function,10199,imani.rivera,SPECIALIST,5,"[Minimalistic, Corporate, Modern]",[Other],[Other],Canada,10-10-23,Senior Outbound Business Development Manager,Laylah Valenzuela,4b Manager,Business Function
Imani Rivera,imani.rivera@domain.com,Head of Business Development,5a Manager,Brycen Velez,09-09-21,Canada,Canada,Male,Business Function,10199,imani.rivera,SPECIALIST,5,"[Minimalistic, Corporate, Modern]",[Other],[Other],Canada,26-10-23,Senior Business Development Manager,Laylah Valenzuela,4b Manager,Business Function
Imani Rivera,imani.rivera@domain.com,Head of Business Development,5a Manager,Brycen Velez,09-09-21,Canada,Canada,Male,Business Function,10199,imani.rivera,SPECIALIST,5,"[Minimalistic, Corporate, Modern]",[Other],[Other],Canada,26-10-23,Senior Business Development Manager,Laylah Valenzuela,4b Manager,Business Function
Imani Rivera,imani.rivera@domain.com,Head of Business Development,5a Manager,Brycen Velez,09-09-21,Canada,Canada,Male,Business Function,10199,imani.rivera,SPECIALIST,5,"[Minimalistic, Corporate, Modern]",[Other],[Other],Canada,07-02-24,Senior Business Development Manager,Laylah Valenzuela,4b Manager,Business Function
Imani Rivera,imani.rivera@domain.com,Head of Business Development,5a Manager,Brycen Velez,09-09-21,Canada,Canada,Male,Business Function,10199,imani.rivera,SPECIALIST,5,"[Minimalistic, Corporate, Modern]",[Other],[Other],Canada,06-06-24,Senior Business Development Manager,Brycen Velez,4b Manager,Business Function
Imani Rivera,imani.rivera@domain.com,Head of Business Development,5a Manager,Brycen Velez,09-09-21,Canada,Canada,Male,Business Function,10199,imani.rivera,SPECIALIST,5,"[Minimalistic, Corporate, Modern]",[Other],[Other],Canada,18-06-24,Head of Business Development,Brycen Velez,5a Manager,Business Function
Charles Solis,charles.solis@domain.com,Specialist Creative,1b,Annika Alvarez,04-10-21,South Africa,South Africa,Male,Business Function,10200,charles.solis,SPECIALIST,3,[],[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,05-12-22,Digital Designer,Annika Alvarez,,Business Function
